,digraph,inter-key,uut,ddt,userNo
93434,si,-16,96,106,006
93435,nu,116,201,233,006
93436,ur,159,239,244,006
93437,re,106,170,186,006
93438,ey,42,138,106,006
93439,ye,106,180,202,006
93440,ev,179,264,253,006
93441,an,185,288,272,006
93442,ni,16,127,119,006
93443,in,-17,53,94,006
93444,na,37,109,107,006
93445,as,151,214,223,006
93446,ss,95,167,158,006
93447,si,16,104,88,006
93448,nu,167,223,262,006
93449,ur,222,285,278,006
93450,re,86,126,149,006
93451,ey,56,127,96,006
93452,ye,61,109,132,006
93453,ev,160,231,208,006
93454,an,113,246,198,006
93455,ni,-42,96,91,006
93456,in,-11,69,127,006
93457,na,33,134,113,006
93458,as,119,215,220,006
93459,ss,68,169,164,006
93460,si,-21,96,80,006
93461,nu,109,189,215,006
93462,ur,80,182,160,006
93463,re,98,194,200,006
93464,ey,91,166,187,006
93465,ye,74,159,149,006
93466,ev,171,283,256,006
93467,an,124,224,247,006
93468,ni,-10,112,90,006
93469,in,-26,59,96,006
93470,na,5,112,90,006
93471,as,101,196,208,006
93472,ss,63,196,158,006
93473,si,-16,96,117,006
93474,nu,118,203,214,006
93475,ur,163,248,248,006
93476,re,129,193,214,006
93477,ey,67,158,131,006
93478,ye,65,156,156,006
93479,ev,116,212,207,006
93480,an,88,178,160,006
93481,ni,-3,100,87,006
93482,in,0,61,103,006
93483,na,-17,45,44,006
93484,as,135,199,197,006
93485,ss,86,170,150,006
93486,si,-4,60,80,006
93487,nu,150,214,230,006
93488,ur,174,229,238,006
93489,re,86,142,141,006
93490,ey,39,111,95,006
93491,ye,46,117,118,006
93492,ev,152,231,223,006
93493,an,77,226,168,006
93494,ni,-38,80,111,006
93495,in,-22,69,96,006
93496,na,42,138,133,006
93497,as,121,201,217,006
93498,ss,91,176,171,006
93499,si,6,107,91,006
93500,nu,112,192,207,006
93501,ur,89,185,169,006
93502,re,99,189,195,006
93503,ey,34,119,124,006
93504,ye,35,126,120,006
93505,ev,156,241,247,006
93506,an,177,327,249,006
93507,ni,-31,103,119,006
93508,in,0,54,134,006
93509,na,20,92,74,006
93510,as,151,223,223,006
93511,ss,102,194,174,006
93512,si,-4,84,88,006
93513,nu,167,238,246,006
93514,ur,174,238,245,006
93515,re,46,118,110,006
93516,ey,71,151,143,006
93517,ye,45,117,125,006
93518,ev,199,271,271,006
93519,an,83,232,216,006
93520,ni,-53,101,96,006
93521,in,-27,85,127,006
93522,na,6,107,118,006
93523,as,118,204,219,006
93524,ss,88,189,174,006
93525,si,24,136,125,006
93526,nu,53,176,170,006
93527,ur,75,192,198,006
93528,re,98,199,215,006
93529,ey,68,164,169,006
93530,ye,71,188,167,006
93531,ev,145,251,262,006
93532,an,129,200,208,006
93533,ni,15,119,86,006
93534,in,1,62,105,006
93535,na,28,92,89,006
93536,as,135,198,199,006
93537,ss,87,166,150,006
93538,si,25,113,104,006
93539,nu,126,420,198,006
93540,ur,2,5,296,006
93541,re,33,88,36,006
93542,ey,79,151,134,006
93543,ye,30,101,102,006
93544,ev,167,223,238,006
93545,an,177,290,256,006
93546,ni,-3,116,110,006
93547,in,1,62,120,006
93548,na,45,117,106,006
93549,as,143,214,215,006
93550,ss,95,159,166,006
93551,si,40,120,104,006
93552,nu,190,262,270,006
93553,ur,190,253,262,006
93554,re,102,167,165,006
93555,ey,63,126,128,006
93556,ye,70,142,133,006
93557,ev,174,262,246,006
93558,an,136,247,224,006
93559,ni,-23,94,88,006
93560,in,-15,62,102,006
93561,na,-18,61,59,006
93562,as,143,207,222,006
93563,ss,94,170,158,006
93564,si,-3,76,73,006
93565,nu,167,238,246,006
93566,ur,166,230,237,006
93567,re,70,134,134,006
93568,ey,47,127,111,006
93569,ye,46,125,126,006
93570,ev,151,239,230,006
93571,an,89,152,193,006
93572,ni,15,126,78,006
93573,in,1,68,112,006
93574,na,1,79,68,006
93575,as,135,191,213,006
93576,ss,94,173,150,006
93577,si,41,128,120,006
93578,nu,111,174,191,006
93579,ur,118,173,181,006
93580,re,143,214,198,006
93581,ey,523,585,594,006
93582,ye,166,238,228,006
93583,ev,183,246,255,006
93584,an,68,201,185,006
93585,ni,-42,96,91,006
93586,in,-5,64,133,006
93587,na,44,129,113,006
93588,as,129,225,214,006
93589,ss,90,196,186,006
93590,si,24,146,130,006
93591,nu,50,162,183,006
93592,ur,247,338,359,006
93593,re,99,205,190,006
93594,ey,61,173,167,006
93595,ye,46,169,158,006
93596,ev,146,247,269,006
93597,an,97,259,177,006
93598,ni,-66,51,96,006
93599,in,-27,69,90,006
93600,na,16,107,112,006
93601,as,144,219,235,006
93602,ss,86,166,161,006
93603,si,34,151,114,006
93604,nu,127,201,233,006
93605,ur,69,164,143,006
93606,re,120,189,215,006
93607,ey,37,122,106,006
93608,ye,65,134,150,006
93609,ev,151,242,220,006
93610,an,115,243,205,006
93611,ni,-27,122,101,006
93612,in,-26,59,123,006
93613,na,65,166,150,006
93614,as,129,225,230,006
93615,ss,76,198,172,006
93616,si,-10,80,112,006
93617,nu,131,216,237,006
93618,ur,150,230,235,006
93619,re,52,142,132,006
93620,ey,61,157,151,006
93621,ye,11,112,107,006
93622,ev,184,301,285,006
93623,an,114,258,204,006
93624,ni,-11,112,133,006
93625,in,-16,53,107,006
93626,na,49,146,118,006
93627,as,133,208,230,006
93628,ss,87,193,162,006
93629,si,32,134,138,006
93630,nu,159,239,260,006
93631,ur,170,244,250,006
93632,re,82,157,156,006
93633,ey,73,158,148,006
93634,ye,82,167,167,006
93635,ev,161,268,246,006
93636,an,144,256,256,006
93637,ni,15,118,127,006
93638,in,1,86,104,006
93639,na,61,140,146,006
93640,as,159,247,238,006
93641,ss,95,182,183,006
93642,si,16,112,103,006
93643,nu,167,231,262,006
93644,ur,190,254,254,006
93645,re,93,157,157,006
93646,ey,88,167,152,006
93647,ye,62,142,141,006
93648,ev,182,254,262,006
93649,an,125,237,210,006
93650,ni,-32,96,80,006
93651,in,-21,69,107,006
93652,na,66,156,156,006
93653,as,147,243,237,006
93654,ss,94,190,190,006
93655,si,-5,112,91,006
93656,nu,132,207,238,006
93657,ur,134,219,209,006
93658,re,105,179,190,006
93659,ey,38,129,112,006
93660,ye,16,101,107,006
93661,ev,154,255,239,006
93662,an,109,274,221,006
93663,ni,-32,96,133,006
93664,in,-27,85,101,006
93665,na,30,121,142,006
93666,as,129,209,220,006
93667,ss,97,166,177,006
93668,si,5,90,74,006
93669,nu,129,203,168,006
93670,ur,72,168,146,006
93671,re,123,203,219,006
93672,ey,44,124,124,006
93673,ye,50,140,130,006
93674,ev,172,257,262,006
93675,an,136,258,237,006
93676,ni,89,212,211,006
93677,in,-38,95,85,006
93678,na,36,122,169,006
93679,as,114,205,200,006
93680,ss,62,169,153,006
93681,si,-16,90,91,006
93682,nu,81,156,262,006
93683,ur,135,215,210,006
93684,re,102,177,182,006
93685,ey,54,139,129,006
93686,ye,53,133,138,006
93687,ev,148,249,228,006
93688,an,81,188,166,006
93689,ni,-43,95,64,006
93690,in,-5,75,133,006
93691,na,-5,80,75,006
93692,as,118,203,203,006
93693,ss,61,178,146,006
93694,si,-5,107,112,006
93695,nu,116,185,227,006
93696,ur,64,144,133,006
93697,re,102,177,182,006
93698,ey,10,106,85,006
93699,ye,49,134,145,006
93700,ev,141,236,226,006
93701,an,88,195,175,006
93702,ni,-4,91,103,006
93703,in,-24,39,71,006
93704,na,36,99,99,006
93705,as,136,199,199,006
93706,ss,94,166,157,006
93707,si,24,120,96,006
93708,nu,175,222,255,006
93709,ur,183,238,230,006
93710,re,102,150,157,006
93711,ey,47,119,95,006
93712,ye,53,125,125,006
93713,ev,175,246,247,006
93714,an,102,230,187,006
93715,ni,-32,96,96,006
93716,in,-5,74,123,006
93717,na,11,107,90,006
93718,as,138,223,234,006
93719,ss,78,169,163,006
93720,si,11,112,102,006
93721,nu,147,220,254,006
93722,ur,85,175,158,006
93723,re,116,190,206,006
93724,ey,110,190,184,006
93725,ye,76,162,156,006
93726,ev,167,279,253,006
93727,an,152,304,256,006
93728,ni,-24,86,128,006
93729,in,-17,78,93,006
93730,na,52,124,147,006
93731,as,239,311,311,006
93732,ss,103,191,175,006
93733,si,15,103,103,006
93734,nu,199,263,286,006
93735,ur,214,489,278,006
93736,re,2,6,277,006
93737,ey,3,83,7,006
93738,ye,45,141,125,006
93739,ev,176,263,272,006
93740,an,171,304,267,006
93741,ni,66,188,199,006
93742,in,-42,85,80,006
93743,na,60,156,187,006
93744,as,157,258,253,006
93745,ss,84,196,185,006
93746,si,5,101,117,006
93747,nu,129,214,251,006
93748,ur,170,249,255,006
93749,re,73,152,152,006
93750,ey,61,157,140,006
93751,ye,55,140,151,006
93752,ev,156,267,241,006
93753,an,177,280,248,006
93754,ni,111,222,214,006
93755,in,-16,63,95,006
93756,na,28,92,107,006
93757,as,127,190,191,006
93758,ss,95,170,158,006
93759,si,-3,76,72,006
93760,nu,143,207,230,006
93761,ur,190,246,254,006
93762,re,46,85,102,006
93763,ey,96,160,135,006
93764,ye,29,84,93,006
93765,ev,159,231,214,006
93766,an,192,288,256,006
93767,ni,0,112,96,006
93768,in,-16,48,96,006
93769,na,-16,64,48,006
93770,as,128,192,208,006
93771,ss,96,160,160,006
93772,si,48,144,112,006
93773,nu,128,208,208,006
93774,ur,272,384,352,006
93775,re,144,224,256,006
93776,ey,48,112,128,006
93777,ye,64,128,128,006
93778,ev,160,240,224,006
93779,an,171,315,257,006
93780,ni,-32,117,112,006
93781,in,-16,58,133,006
93782,na,-10,91,64,006
93783,as,127,213,228,006
93784,ss,76,188,162,006
93785,si,-6,111,106,006
93786,nu,142,222,243,006
93787,ur,49,139,129,006
93788,re,105,190,195,006
93789,ey,23,119,108,006
93790,ye,24,114,120,006
93791,ev,162,263,252,006
93792,an,66,183,162,006
93793,ni,-26,96,91,006
93794,in,-32,75,90,006
93795,na,-27,69,80,006
93796,as,118,209,214,006
93797,ss,70,166,161,006
93798,si,-11,187,85,006
93799,nu,91,182,203,006
93800,ur,183,274,274,006
93801,re,105,180,196,006
93802,ey,30,115,105,006
93803,ye,46,125,131,006
93804,ev,141,237,220,006
93805,an,119,273,245,006
93806,ni,88,184,242,006
93807,in,-54,101,42,006
93808,na,58,149,213,006
93809,as,155,241,246,006
93810,ss,77,178,163,006
93811,si,5,90,106,006
93812,nu,132,211,233,006
93813,ur,108,193,187,006
93814,re,119,194,204,006
93815,ey,33,129,108,006
93816,ye,71,175,167,006
93817,ev,143,258,247,006
93818,an,56,152,168,006
93819,ni,14,154,110,006
93820,in,1,32,141,006
93821,na,-29,45,2,006
93822,as,120,207,194,006
93823,ss,79,165,166,006
93824,si,-29,81,57,006
93825,nu,142,199,213,006
93826,ur,157,205,214,006
93827,re,62,134,110,006
93828,ey,54,127,126,006
93829,ye,53,132,126,006
93830,ev,176,247,255,006
93831,an,185,280,273,006
93832,ni,63,183,158,006
93833,in,-25,82,95,006
93834,na,1,55,108,006
93835,as,135,199,189,006
93836,ss,111,204,175,006
93837,si,-5,99,88,006
93838,nu,142,198,238,006
93839,ur,158,230,214,006
93840,re,37,93,109,006
93841,ey,96,174,152,006
93842,ye,1,62,79,006
93843,ev,159,247,220,006
93844,an,156,284,252,006
93845,ni,46,174,174,006
93846,in,-53,75,75,006
93847,na,37,133,165,006
93848,as,135,210,231,006
93849,ss,87,173,162,006
93850,si,-22,95,64,006
93851,nu,107,193,214,006
93852,ur,108,194,194,006
93853,re,97,171,183,006
93854,ey,16,112,90,006
93855,ye,37,112,133,006
93856,ev,157,253,232,006
93857,an,208,312,288,006
93858,ni,23,134,127,006
93859,in,-16,70,95,006
93860,na,-18,60,68,006
93861,as,144,208,222,006
93862,ss,110,185,174,006
93863,si,-3,92,72,006
93864,nu,151,223,246,006
93865,ur,182,246,254,006
93866,re,85,149,149,006
93867,ey,56,135,120,006
93868,ye,38,125,117,006
93869,ev,175,263,262,006
93870,an,116,228,233,006
93871,ni,-37,85,75,006
93872,in,-5,97,117,006
93873,na,15,106,117,006
93874,as,115,200,206,006
93875,ss,100,185,185,006
93876,si,-5,112,80,006
93877,nu,168,258,274,006
93878,ur,103,209,193,006
93879,re,627,733,733,006
93880,ey,50,146,156,006
93881,ye,79,185,175,006
93882,ev,157,258,263,006
93883,an,205,343,328,006
93884,ni,-11,122,127,006
93885,in,-26,75,107,006
93886,na,33,124,134,006
93887,as,143,223,234,006
93888,ss,86,171,166,006
93889,si,11,134,96,006
93890,nu,157,237,258,006
93891,ur,143,249,223,006
93892,re,120,195,226,006
93893,ey,117,202,192,006
93894,ye,109,153,194,006
93895,ev,154,276,198,006
93896,an,200,312,288,006
93897,ni,71,174,183,006
93898,in,-16,79,87,006
93899,na,108,179,203,006
93900,as,152,215,223,006
93901,ss,111,191,174,006
93902,si,32,119,112,006
93903,nu,174,238,246,006
93904,ur,182,237,246,006
93905,re,78,142,133,006
93906,ey,96,167,160,006
93907,ye,37,133,108,006
93908,ev,167,279,263,006
93909,an,111,276,218,006
93910,ni,-26,101,139,006
93911,in,-26,75,101,006
93912,na,16,106,117,006
93913,as,136,226,226,006
93914,ss,92,188,182,006
93915,si,10,117,106,006
93916,nu,67,163,184,006
93917,ur,174,248,270,006
93918,re,90,159,164,006
93919,ey,52,153,121,006
93920,ye,32,122,133,006
93921,ev,140,236,230,006
93922,an,209,297,280,006
93923,ni,127,246,215,006
93924,in,-16,78,103,006
93925,na,53,124,147,006
93926,as,143,191,214,006
93927,ss,87,195,135,006
93928,si,-4,84,104,006
93929,nu,190,254,278,006
93930,ur,182,245,246,006
93931,re,78,126,141,006
93932,ey,63,157,111,006
93933,ye,1,63,95,006
93934,ev,159,247,221,006
93935,an,150,269,258,006
93936,ni,-45,77,74,006
93937,in,-4,69,118,006
93938,na,57,158,130,006
93939,as,126,211,227,006
93940,ss,76,204,161,006
93941,si,10,106,138,006
93942,nu,147,227,243,006
93943,ur,163,243,243,006
93944,re,63,132,143,006
93945,ey,74,165,143,006
93946,ye,74,148,165,006
93947,ev,158,241,232,006
93948,an,137,242,225,006
93949,ni,-3,108,102,006
93950,in,1,54,112,006
93951,na,-26,37,27,006
93952,as,119,190,182,006
93953,ss,87,179,158,006
93954,si,-4,83,88,006
93955,nu,151,222,222,006
93956,ur,159,230,230,006
93957,re,54,110,125,006
93958,ey,71,152,127,006
93959,ye,28,92,109,006
93960,ev,175,238,239,006
93961,an,67,190,152,006
93962,ni,-11,117,112,006
93963,in,-43,48,85,006
93964,na,27,118,118,006
93965,as,122,202,213,006
93966,ss,81,166,161,006
93967,si,-5,101,80,006
93968,nu,113,198,214,006
93969,ur,116,206,201,006
93970,re,118,198,208,006
93971,ey,66,151,146,006
93972,ye,53,149,138,006
93973,ev,154,250,250,006
93974,an,133,261,239,006
93975,ni,-10,128,118,006
93976,in,-5,107,133,006
93977,na,36,108,148,006
93978,as,141,220,213,006
93979,ss,76,177,155,006
93980,si,-5,107,96,006
93981,nu,146,237,257,006
93982,ur,252,322,343,006
93983,re,92,167,162,006
93984,ey,66,161,141,006
93985,ye,-5,80,90,006
93986,ev,141,231,226,006
93987,an,129,256,248,006
93988,ni,31,126,158,006
93989,in,-16,70,79,006
93990,na,45,117,131,006
93991,as,150,222,222,006
93992,ss,111,198,183,006
93993,si,41,137,128,006
93994,nu,167,247,254,006
93995,ur,190,261,270,006
93996,re,86,150,157,006
93997,ey,72,151,136,006
93998,ye,54,125,133,006
93999,ev,167,247,238,006
94000,an,104,208,184,006
94001,ni,431,534,535,006
94002,in,-16,71,87,006
94003,na,428,500,515,006
94004,as,151,215,223,006
94005,ss,119,181,183,006
94006,si,-29,65,33,006
94007,nu,175,239,216,006
94008,ur,174,229,238,006
94009,re,86,150,141,006
94010,ey,55,127,119,006
94011,ye,53,117,125,006
94012,ev,207,279,271,006
94013,an,110,243,222,006
94014,ni,-37,91,96,006
94015,in,-11,80,117,006
94016,na,10,106,101,006
94017,as,114,204,210,006
94018,ss,71,193,161,006
94019,si,-26,96,96,006
94020,nu,125,199,226,006
94021,ur,50,146,124,006
94022,re,107,177,203,006
94023,ey,33,119,103,006
94024,ye,52,121,138,006
94025,ev,152,269,221,006
94026,an,81,179,168,006
94027,ni,-3,107,95,006
94028,in,1,70,111,006
94029,na,1,53,70,006
94030,as,143,198,195,006
94031,ss,111,207,166,006
94032,si,48,144,144,006
94033,nu,142,199,222,006
94034,ur,165,221,222,006
94035,re,78,150,134,006
94036,ey,39,126,111,006
94037,ye,30,110,117,006
94038,ev,135,222,215,006
94039,an,200,362,280,006
94040,ni,-3,123,159,006
94041,in,1,54,127,006
94042,na,1,61,54,006
94043,as,143,222,203,006
94044,ss,103,185,182,006
94045,si,-3,70,79,006
94046,nu,166,230,246,006
94047,ur,182,246,246,006
94048,re,102,149,166,006
94049,ey,56,128,103,006
94050,ye,61,125,133,006
94051,ev,191,270,255,006
94052,an,128,264,240,006
94053,ni,-8,104,128,006
94054,in,-40,72,72,006
94055,na,16,128,128,006
94056,as,112,208,224,006
94057,ss,64,160,160,006
94058,si,-32,96,64,006
94059,nu,152,256,279,006
94060,ur,152,264,256,006
94061,re,425,536,537,006
94062,ey,104,208,215,006
94063,ye,72,184,176,006
94064,ev,152,264,264,006
94065,an,184,296,256,006
94066,ni,-1,110,111,006
94067,in,-25,60,86,006
94068,na,0,78,85,006
94069,as,135,191,213,006
94070,ss,102,174,158,006
94071,si,17,104,89,006
94072,nu,151,214,238,006
94073,ur,174,238,237,006
94074,re,94,149,158,006
94075,ey,40,120,95,006
94076,ye,45,117,125,006
94077,ev,167,254,239,006
94078,an,83,200,190,006
94079,ni,-22,90,95,006
94080,in,-32,69,80,006
94081,na,11,102,112,006
94082,as,108,193,199,006
94083,ss,35,173,120,006
94084,si,-5,96,133,006
94085,nu,90,170,211,006
94086,ur,145,225,225,006
94087,re,99,163,179,006
94088,ey,30,136,94,006
94089,ye,55,145,161,006
94090,ev,112,202,202,006
94091,an,177,310,283,006
94092,ni,-27,112,106,006
94093,in,-38,63,101,006
94094,na,44,151,145,006
94095,as,136,227,243,006
94096,ss,76,188,167,006
94097,si,-11,90,101,006
94098,nu,129,208,236,006
94099,ur,162,242,241,006
94100,re,83,147,163,006
94101,ey,122,202,186,006
94102,ye,216,333,296,006
94103,ev,145,257,262,006
94104,an,144,248,190,006
94105,ni,14,126,118,006
94106,in,-25,46,87,006
94107,na,36,100,107,006
94108,as,151,215,215,006
94109,ss,94,158,158,006
94110,si,40,136,104,006
94111,nu,158,223,246,006
94112,ur,189,253,254,006
94113,re,70,134,134,006
94114,ey,55,141,119,006
94115,ye,1,71,87,006
94116,ev,167,238,237,006
94117,an,133,284,260,006
94118,ni,175,314,326,006
94119,in,-38,79,101,006
94120,na,46,137,163,006
94121,as,128,219,219,006
94122,ss,94,174,185,006
94123,si,-6,101,74,006
94124,nu,159,239,197,006
94125,ur,115,211,195,006
94126,re,118,203,214,006
94127,ey,32,117,117,006
94128,ye,36,126,121,006
94129,ev,154,249,244,006
94130,an,220,353,305,006
94131,ni,-5,90,128,006
94132,in,-42,69,53,006
94133,na,35,136,146,006
94134,as,130,220,231,006
94135,ss,79,185,169,006
94136,si,-5,102,101,006
94137,nu,470,544,565,006
94138,ur,475,561,549,006
94139,re,103,177,189,006
94140,ey,48,138,122,006
94141,ye,47,132,137,006
94142,ev,143,238,228,006
94143,an,306,445,407,006
94144,ni,15,149,154,006
94145,in,-38,74,96,006
94146,na,63,148,175,006
94147,as,169,259,254,006
94148,ss,120,211,210,006
94149,si,201,339,292,006
94150,nu,562,652,664,006
94151,ur,531,627,621,006
94152,re,118,192,214,006
94153,ey,111,196,185,006
94154,ye,85,176,170,006
94155,ev,592,682,683,006
94156,an,56,184,224,006
94157,ni,24,160,152,006
94158,in,-48,72,88,006
94159,na,32,136,152,006
94160,as,128,232,232,006
94161,ss,48,128,152,006
94162,si,48,160,128,006
94163,nu,128,216,248,006
94164,ur,112,232,200,006
94165,re,360,472,480,006
94166,ey,128,240,240,006
94167,ye,88,192,200,006
94168,ev,144,256,248,006
94169,an,161,257,246,006
94170,ni,143,250,239,006
94171,in,-32,91,75,006
94172,na,72,163,195,006
94173,as,122,207,213,006
94174,ss,80,176,165,006
94175,si,16,122,112,006
94176,nu,119,183,210,006
94177,ur,115,206,179,006
94178,re,101,186,192,006
94179,ey,77,157,162,006
94180,ye,54,145,134,006
94181,ev,139,240,230,006
94182,an,81,163,152,006
94183,ni,-3,100,79,006
94184,in,22,75,125,006
94185,na,1,64,54,006
94186,as,134,197,197,006
94187,ss,94,166,157,006
94188,si,17,105,89,006
94189,nu,126,190,206,006
94190,ur,158,214,222,006
94191,re,54,117,110,006
94192,ey,72,135,135,006
94193,ye,21,109,84,006
94194,ev,144,224,232,006
94195,an,129,224,208,006
94196,ni,63,158,158,006
94197,in,-16,71,79,006
94198,na,20,84,107,006
94199,as,159,222,223,006
94200,ss,103,178,166,006
94201,si,-3,77,72,006
94202,nu,142,190,222,006
94203,ur,158,214,206,006
94204,re,53,110,109,006
94205,ey,62,134,119,006
94206,ye,29,101,101,006
94207,ev,183,247,255,006
94208,an,105,254,212,006
94209,ni,-31,86,118,006
94210,in,-16,95,101,006
94211,na,-5,91,106,006
94212,as,99,185,195,006
94213,ss,94,184,180,006
94214,si,40,162,130,006
94215,nu,62,158,206,006
94216,ur,91,198,187,006
94217,re,94,185,201,006
94218,ey,55,146,146,006
94219,ye,5,106,96,006
94220,ev,142,264,243,006
94221,an,167,311,295,006
94222,ni,-37,96,107,006
94223,in,-16,69,117,006
94224,na,44,124,129,006
94225,as,677,763,757,006
94226,ss,66,162,152,006
94227,si,37,127,133,006
94228,nu,117,191,229,006
94229,ur,78,158,152,006
94230,re,107,192,187,006
94231,ey,42,127,127,006
94232,ye,16,117,101,006
94233,ev,131,222,232,006
94234,an,153,266,240,006
94235,ni,-3,108,110,006
94236,in,-16,55,95,006
94237,na,20,100,91,006
94238,as,135,199,215,006
94239,ss,102,174,166,006
94240,si,24,112,96,006
94241,nu,190,262,262,006
94242,ur,197,253,269,006
94243,re,102,166,158,006
94244,ey,56,135,120,006
94245,ye,45,126,124,006
94246,ev,166,254,247,006
94247,an,141,279,273,006
94248,ni,-10,118,128,006
94249,in,-27,74,101,006
94250,na,11,117,112,006
94251,as,152,254,258,006
94252,ss,73,201,175,006
94253,si,-6,106,122,006
94254,nu,151,236,273,006
94255,ur,191,276,276,006
94256,re,89,174,174,006
94257,ey,60,156,145,006
94258,ye,66,157,162,006
94259,ev,187,299,278,006
94260,an,121,238,217,006
94261,ni,-22,106,95,006
94262,in,-32,69,96,006
94263,na,11,86,112,006
94264,as,124,204,199,006
94265,ss,81,187,161,006
94266,si,-5,101,101,006
94267,nu,131,210,232,006
94268,ur,161,236,240,006
94269,re,79,159,154,006
94270,ey,50,141,130,006
94271,ye,11,96,102,006
94272,ev,134,230,219,006
94273,an,129,259,223,006
94274,ni,-4,100,126,006
94275,in,1,61,105,006
94276,na,-26,21,34,006
94277,as,151,230,198,006
